Word,POS,Pronunciation,Meaning
screw,"n, v",skru:,"đinh vít, đinh ốc"
sea,n,si:,biển
seal,"n, v",si:l,hải cẩu
search,"n, v",sə:t∫,"sự tìm kiếm, sự thăm dò, sự điều tra"
season,n,´si:zən,mùa
seat,n,si:t,"ghế, chỗ ngồi"
second,"det, adv, n",ˈsɛkənd,"thứ hai, ở vị trí thứ 2, thứ nhì"
secondary,adj,´sekəndəri,"trung học, thứ yếu"
secret,"adj, n",si:krit,bí mật
secretary,n,sekrətri,thư ký
secretly,adv,si:kritli,"bí mật, riêng tư"
section,n,sekʃn,"mục, phần"
sector,n,ˈsɛktər,"khu vực, lĩnh vực"
secure,"adj, v",si'kjuə,"chắc chắn, đảm bảo"
security,n,siˈkiuəriti,"sự an toàn, sự an ninh"
see,v,si:,"nhìn, nhìn thấy, quan sát"
seed,n,sid,"hạt, hạt giống"
seek,v,si:k,"tìm, tìm kiếm, theo đuổi"
seem linking,v,si:m,"có vẻ như, dường như"
select,v,si´lekt,"chọn lựa, chọn lọc"
selection,n,si'lekʃn,"sự lựa chọn, sự chọc lọc"
self,n,self,bản thân mình
self-,combiningform,self,"tự bản thân mình, cái tôi"
sell,v,sel,bán
senate,n,´senit,"thượng nghi viện, ban giám hiệu"
senator,n,ˈsɛnətər,thượng nghị sĩ
send,v,send,"gửi, phái đi"
senior,"adj, n",si:niə,"cuối trường trung học, cấo đẳng"
sense,n,sens,"giác quan, tri giác, cảm giác"
sensible,adj,sensəbl,có óc xét đoán
sensitive,adj,sensitiv,"dễ bị thương, dễ bị hỏng"
sentence,n,sentəns,câu
separate,"adj, v",seprət,"khác nhau, riêng biệt"
separated,adj,seprətid,ly thân
separately,adv,seprətli,"không cùng nhau, thành người riêng, vật riêng"
separation,n,¸sepə´reiʃən,"sự chia cắt, phân ly, sự chia tay, l thân"
September,n,sep´tembə,tháng 9
series,n,ˈsɪəriz,"loạt, dãy, chuỗi"
serious,adj,siəriəs,"đứng đắn, nghiêm trang"
seriously,adv,siəriəsli,"đứng đắn, nghiêm trang"
servant,n,sə:vənt,"người hầu, đầy tớ"
serve,v,sɜ:v,"phục vụ, phụng sự"
service,n,sə:vis,"sự phục vụ, sự hầu hạ"
session,n,seʃn,"buổi họp, phiên họp, buổi, phiên"
set,"n, v",set,"bộ, bọn, đám, lũ"
settle,v,ˈsɛtl,"giải quyết, dàn xếp, hòa giải, đặt, bố trí"
several,"det, pron",sevrəl,vài
severe,adj,səˈvɪər,"khắt khe, gay gắt (thái độ, cư xử)"
severely,adv,sə´virli,"khắt khe, gay gắt (thái độ, cư xử)"
sew,v,soʊ,"may, khâu"
sewing,n,´souiη,"sự khâu, sự may vá"
sex,n,seks,"giới, giống"
sexual,adj,seksjuəl,"giới tính, các vấn đề sinh lý"
sexually,adv,sekSJli,"giới tính, các vấn đề sinh lý"
shade,n,ʃeid,"bóng, bóng tối"
shadow,n,ˈʃædəu,"bóng, bóng tối, bóng râm, bóng mát"
shake,"v, n",ʃeik,"rung, lắc, giũ"
shall,"v, modal",ʃæl,dự đoán tương lai: sẽ
shallow,adj,ʃælou,"nông, cạn"
shame,n,ʃeɪm,"sự xấu hổ, thẹn thùng, sự ngượng"
shape,"n, v",ʃeip,"hình, hình dạng, hình thù"
shaped,adj,ʃeipt,có hình dáng được chỉ rõ
share,"v, n",ʃeə,"đóng góp, tham gia, chia sẻ"
sharp,adj,ʃɑrp,"sắc, nhọn, bén"
sharply,adv,ʃɑrpli,"sắc, nhọn, bén"
shave,v,ʃeiv,"cạo (râu), bào, đẽo (gỗ)"
sheep,n,ʃi:p,con cừu
sheet,n,ʃi:t,"chăn, khăn trải giường"
shelf,n,ʃɛlf,"kệ, ngăn, giá"
shell,n,ʃɛl,"vỏ, mai"
shelter,"n, v",ʃeltə,"sự nương tựa, sự che chở, sự ẩn náu"
shift,"v, n",ʃift,"đổi chỗ, dời chỗ, chuyển, giao"
shine,v,ʃain,"chiếu sáng, tỏa sáng"
shiny,adj,∫aini,"sáng chói, bóng"
ship,n,ʃɪp,"tàu, tàu thủy"
shirt,n,ʃɜːt,áo sơ mi
shock,"n, v",Sok,"sự đụng chạm, va chạm, sự kích động, sự choáng"
shocked,adj,Sok,"bị kích động, bị va chạm, bị sốc"
shocking,adj,´ʃɔkiη,"gây ra căm phẫn, tồi tệ, gây kích động"
shoe,n,ʃu:,giày
shoot,v,ʃut,"vụt qua, chạy qua, ném, phóng, bắn"
shooting,n,∫u:tiη,"sự bắn, sự phóng đi"
shop,"n, v",ʃɔp,cửa hàng
shopping,n,ʃɔpiɳ,sự mua sắm
short,adj,ʃɔ:t,"ngắn, cụt"
shortly,adv,´ʃɔ:tli,"trong thời gian ngắn, sớm"
shot,n,ʃɔt,"đạn, viên đạn"
should,"v, modal","ʃud, ʃəd, ʃd",nên
shoulder,n,ʃouldə,vai
shout,"v, n",ʃaʊt,"hò hét, reo hò"
show,"v, n",ʃou,"biểu diễn, trưng bày"
shower,n,´ʃouə,"vòi hoa sen, sự tắm vòi hoa sen"
shut,"v, adj",ʃʌt,"đóng, khép, đậy"
shy,adj,ʃaɪ,"nhút nhát, e thẹn"
sick,adj,sick,"ốm, đau, bệnh"
side,n,said,"mặt, mặt phẳng"
side,n,sait,"chỗ, vị trí"
sideways,"adj, adv",´saidwə:dz,"ngang, từ một bên"
sight,n,sait,cảnh đẹp
sign,"n, v",sain,"dấu, dấu hiệu, kí hiệu"
signal,"n, v",signəl,"dấu hiệu, tín hiệu"
signature,n,"ˈsɪgnətʃər , ˈsɪgnəˌtʃʊər",chữ ký
significant,adj,sɪgˈnɪfɪkənt,"nhiều ý nghĩa, quan trọng"
significantly,adv,sig'nifikəntli,đáng kể
silence,n,ˈsaɪləns,"sự im lặng, sự yên tĩnh"
silent,adj,ˈsaɪlənt,"im lặng, yên tĩnh"
silk,n,silk,"tơ, chỉ, lụa"
silly,adj,´sili,"ngớ ngẩn, ngu ngốc, khờ dại"
silver,"n, adj",silvə,"bạc, đồng bạc"
similar,adj,´similə,"giống như, tương tự như"
similarly,adv,´similəli,"tương tự, giống nhau"
simple,adj,simpl,"đơn, đơn giản, dễ dàng"
simply,adv,´simpli,"một cách dễ dàng, giản dị"
since,"prep, conj, adv",sins,"từ, từ khi, từ lúc đó"
sincere,adj,sin´siə,"thật thà, thẳng thắng, chân thành"
sincerely,adv,sin'siəli,một cách chân thành
sing,v,siɳ,"hát, ca hát"
singer,n,´siηə,ca sĩ
singing,n,´siηiη,"sự hát, tiếng hát"
single,adj,siɳgl,"đơn, đơn độc, đơn lẻ"
sink,v,sɪŋk,"chìm, lún, đắm"
sir,n,sə:,"xưng hô lịch sự Ngài, Ông"
sister,n,sistə,"chị, em gái"
sit,v,sit,ngồi
situation,n,",sit∫u'ei∫n","hoàn cảnh, địa thế, vị trí"
size,n,saiz,cỡ
skilful,adj,´skilful,"tài giỏi, khéo tay"
skilfully,adv,´skilfulli,"tài giỏi, khéo tay"
skill,n,skil,"kỹ năng, kỹ sảo"
skilled,adj,skild,"có kỹ năng, có kỹ sảo, khẻo tay"
skin,n,skin,"da, vỏ"
skirt,n,skɜːrt,"váy, đầm"
sky,n,skaɪ,"trời, bầu trời"
sleep,"v, n",sli:p,ngủ
sleeve,n,sli:v,"tay áo, ống tay"
slice,"n, v",slais,"miếng, lát mỏng"
slide,v,slaid,"trượtc, chuyển động nhẹ, lướt qua"
slight,adj,slait,"mỏng manh, thon, gầy"
slightly,adv,slaitli,"mảnh khảnh, mỏng manh, yếu ớt"
slip,v,slip,"trượt, tuột, trôi qua, chạy qua"
slope,"n, v",sloup,"dốc, đường dốc, độ dốc"
slow,adj,slou,"chậm, chậm chạp"
slowly,adv,slouli,"một cách chậm chạp, chậm dần"
small,adj,smɔ:l,"nhỏ, bé"
smart,adj,sma:t,"mạnh, ác liệt, khéo léo, khôn khéo"
smash,"v, n",smæʃ,"đập, vỡ tan thành mảnh"
smell,"v, n",smɛl,ngửi
smile,"v, n",smail,"cười, mỉm cười"
smoke,"n, v",smouk,"khói, hơi thuốc"
smoking,n,smoukiη,sự hút thuốc
smooth,adj,smu:ð,"nhẵn, trơn, mượt mà"
smoothly,adv,smu:ðli,"một cách êm ả, trôi chảy"
snake,n,sneik,con rắn
snow,"n, v",snou,tuyết
soap,n,soup,xà phòng
social,adj,sou∫l,có tính xã hội
socially,adv,´souʃəli,có tính xã hội
society,n,sə'saiəti,xã hội
sock,n,sɔk,"tất ngắn, miếng lót giày"
soft,adj,sɔft,"mềm, dẻo"
softly,adv,sɔftli,một cách mềm dẻo
software,n,sɔfweз,phần mềm (m
soil,n,sɔɪl,đất trồng
soldier,n,souldʤə,"lính, quân nhân"
solid,"adj, n",sɔlid,rắn
solution,n,sə'lu:ʃn,"sự giải quyết, giải pháp"
solve,v,sɔlv,"giải, giải thích, giải quyết"
somebody,pron,sʌmbədi,người nào đó
somehow,adv,´sʌm¸hau,"không biết làm sao, bằng cách này hay cách khác"
sometimes,adv,´sʌm¸taimz,"thỉnh thoảng, đôi khi"
somewhat,adv,´sʌm¸wɔt,"đến mức độ nào đó, hơi, một chút"
somewhere,adv,sʌmweə,nơi nào đó
son,n,sʌn,con trai
song,n,sɔɳ,bài hát
soon,adv,su:n,"sớm, chẳng bao lâu nữa"
sore,adj,"sɔr , soʊr","đau, nhức"
sorry,adj,sɔri,"xin lỗi, lấy làm tiếc, lấy làm buồn"
sort,"n, v",sɔ:t,"thứ, hạng loại"
soul,n,soʊl,"tâm hồn, tâm trí, linh hồn"
sound,"n, v",sound,âm thanh
soup,n,su:p,"xúp, canh, cháo"
sour,adj,sauə,"chua, có vị giấm"
source,n,sɔ:s,nguồn
south,"n, adj, adv",sauθ,"phương Nam, hướng Nam"
southern,adj,´sʌðən,thuộc phương Nam
space,n,speis,"khoảng trống, khoảng cách, không gian"
spare,"adj, n",speə,"thưa thãi, dự trữ, rộng rãi"
speak,v,spi:k,nói
speaker,n,ˈspikər,"người nói, người diễn thuyết"
special,adj,speʃəl,"đặc biệt, riêng biệt"
specialist,n,spesʃlist,"chuyên gia, chuyên viên"
specially,adv,´speʃəli,"đặc biệt, riêng biệt"
specific,adj,spi'sifik,"đặc trưng, riêng biệt"
specifically,adv,spi'sifikəli,"đặc trưng, riêng biệt"
speech,n,spi:tʃ,"sự nói, khả năng nói, lời nói, cách nói, bài nói"
speed,n,spi:d,"tốc độ, vận tốc"
spell,"v, n",spel,đánh vần
spelling,n,´speliη,sự viết chính tả
spend,v,spɛnd,"tiêu, xài"
spice,n,spais,gia vị
spicy,adj,´spaisi,có gia vị
spider,n,´spaidə,con nhện
spin,v,spin,"quay, quay tròn"
spirit,n,ˈspɪrɪt,"tinh thần, tâm hồn, linh hồn"
spiritual,adj,spiritjuəl,"(thuộc) tinh thần, linh hồn"
spite,n,spait,"sự giận, sự hận thù"
split,"v, n",split,"chẻ, tách, chia ra"
spoil,v,spɔil,"cướp, cướp đọat"
spoken,adj,spoukn,nói theo 1 cách nào đó
spoon,n,spu:n,cái thìa
sport,n,spɔ:t,thể thao
spot,n,spɔt,"dấu, đốm, vết"
spray,"n, v",spreɪ,"máy, ống, bình phụt, bơm, phun"
spread,v,spred,"trải, căng ra, bày ra"
spring,n,sprɪŋ,mùa xuân
square,"adj, n",skweə,"vuông, vuông vắn"
squeeze,"v, n",skwi:z,"ép, vắt, xiết"
stable,"adj, n",steibl,"ổn định, bình tĩnh, vững vàng"
staff,n,sta:f,gậy
stage,n,steɪdʒ,"tầng, bệ, sân khấu, giai đoạn"
stair,n,steə,bậc thang
stamp,"n, v",stæmp,tem
stand,"v, n",stænd,"đứng, sự đứng"
standard,"n, adj",stændəd,"tiêu chuẩn, chuẩn, mãu"
star,"n, v",stɑ:,"ngôi sao, dán sao, trang trí hình sao, đánh dấu sao"
stare,"v, n",steə(r),nhìm chằm chằm
start,"v, n",stɑ:t,"bắt đầu, khởi động"
state,"n, adj, v",steit,nước
statement,n,steitmənt,"sự bày tỏ, sự phát biểu"
station,n,steiʃn,"trạm, điểm, đồn"
statue,n,stæt∫u:,tượng
status,n,"ˈsteɪtəs , ˈstætəs",tình trạng
stay,"v, n",stei,"ở lại, lưu lại"
steadily,adv,stedili,"vững chắc, vững vàng, kiên định"
steady,adj,stedi,"vững chắc, vững vàng, kiến định"
steal,v,sti:l,"ăn cắp, ăn trộm"
steam,n,stim,hơi nước
steel,n,sti:l,"thép, ngành thép"
steep,adj,sti:p,"dốc, dốc đứng"
steeply,adv,sti:pli,"dốc, cheo leo"
steer,v,stiə,"lái (tàu, ô tô"
step,"n, v",step,bước
stick,"v, n",stick,"đâm, thọc, chọc, cắm, dính"
stick out,,stick,"đòi, đạt được cái gì"
stick for,,stick,"đòi, đạt được cái gì"
sticky,adj,stiki,dính
stiff,adj,stif,"cứng, cứng rắn, kiên quyết"
stiffly,adv,stifli,"cứng, cứng rắn, kiên quyết"
still,"adv, adj",stil,đứng yên
sting,"v, n",stiɳ,"châm, chích, đốt"
stir,v,stə:,"khuấy, đảo"
stock,n,stə:,"kho sự trữ, hàng dự trữ, vốn"
stomach,n,ˈstʌmək,dạ dày
stone,n,stoun,đá
stop,"v, n",stɔp,"dừng, ngưng, nghỉ, thôi"
store,"n, v",stɔ:,"cửa hàng, kho hàng"
storm,n,stɔ:m,"cơn giông, b~o"
story,n,stɔ:ri,"chuyện, câu chuyện"
stove,n,stouv,"bếp lò, lò sưởi"
straight,"adv, adj",streɪt,"thẳng, không cong"
strain,n,strein,"sự căng thẳng, sự căng"
strange,adj,streindʤ,"xa lạ, chưa quen"
strangely,adv,streindʤli,"lạ, xa lạ, chưa quen"
stranger,n,streinʤə,người lạ
strategy,n,strætəʤɪ,chiến lược
stream,n,stri:m,dòng suối
strength,n,streɳθ,"sức mạnh, sức khỏe"
stress,"n, v",streɳθ,sự căng thẳng
stressed,adj,strest,"bị căng thẳng, bị ép, bị căng"
stretch,v,strɛtʃ,"căng ra, duỗi ra, kéo dài ra"
strict,adj,strikt,"nghiêm khắc, chặt chẽ,, khắt khe"
strictly,adv,striktli,một cách nghiêm khắc
strike,"v, n",straik,"đánh, đập, bãi công, đình công"
striking,adj,straikiɳ,"nổi bật, gây ấn tượng"
string,n,strɪŋ,"dây, sợi dây"
strip,"v, n",strip,"cởi, lột (quần áo)"
stripe,n,straɪp,"sọc, vằn, viền"
striped,adj,straipt,"có sọc, có vằn"
stroke,"n, v",strouk,"cú đánh, cú đòn"
strong,adj,"strɔŋ , strɒŋ","khỏe, mạnh, bền, vững, chắc chắ"
strongly,adv,strɔŋli,"khỏe, chắc chắn"
structure,n,strʌkt∫ə,"kết cấu, cấu trúc"
struggle,"v, n",strʌg(ə)l,đấu tranh
student,n,stju:dnt,sinh viên
studio,n,´stju:diou,"xưởng phim, trường quay"
study,"n, v",stʌdi,"sự học tập, sự nghiên cứu"
stuff,n,stʌf,"chất liệu, chất"
stupid,adj,"ˈstupɪd , ˈstyupɪd","ngu ngốc, ngu đần, ngớ ngẩn"
style,n,stail,"phong cách, kiểu, mẫu, loại"
subject,n,ˈsʌbdʒɪkt,"chủ đề, đề tài"
substance,n,sʌbstəns,chất liệu
substantial,adj,səb´stænʃəl,"thực tế, đáng kể, quan trọng"
substantially,adv,səb´stænʃəli,"về thực chất, về căn bản"
substitute,"n, v",´sʌbsti¸tju:t,"người, vật thay thế"
succeed,v,sək'si:d,"nối tiếp, kế tiếp"
success,n,sək'si:d,"sự thành công, sự thành đạt"
successful,adj,səkˈsɛsfəl,"thành công, thắng lợi, thành đạt"
successfully,adv,səkˈsɛsfəlli,"thành công, thắng lợi, thành đạt"
such,"det, pron",sʌtʃ,"như thế, như vậy, như là"
suck,v,sʌk,"bú, hút"
sudden,adj,sʌdn,"thình lình, đột ngột"
suddenly,adv,sʌdnli,"thình lình, đột ngột"
suf,n,stri:t,"phố, đường phố"
suffer,v,sΛfə(r),"chịu đựng, chịu thiệt hại, đấu khổ"
suffering,n,sΛfəriŋ,"sự đau đớn, sự đau khổ"
sufficient,adj,sə'fi∫nt,"(+ for) đủ, thích đáng"
sufficiently,adv,sə'fiʃəntli,"đủ, thích đáng"
sugar,n,ʃugə,đường
suggest,v,sə'dʤest,"đề nghị, đề xuất"
suggestion,n,sə'dʤestʃn,"sự đề nghị, sự đề xuất, sự khêu gợi"
suit,"n, v",su:t,"bộ com lê, trang phục"
suitable,adj,´su:təbl,"hợp, phù hợp, thích hợp với"
suitcase,n,´su:t¸keis,va li
suited,adj,´su:tid,"hợp, phù hợp, thích hợp với"
sum,n,sʌm,"tổng, toàn bộ"
summary,n,ˈsʌməri,bản tóm tắt
summer,n,ˈsʌmər,mùa hè
sun,n,sʌn,mặt trời
Sunday,n,´sʌndi,Chủ nhật
superior,adj,su:'piəriə(r),"cao, chất lượng cao"
supermarket,n,´su:pə¸ma:kit,siêu thị
supply,"n, v",sə'plai,"sự cung cấp, nguồn cung cấp"
support,"n, v",sə´pɔ:t,"sự chống đỡ, sự ủng hộ"
supporter,n,sə´pɔ:tə,vật chống đỡ
suppose,v,sə'pəƱz,"cho rằng, tin rằng, nghĩ rằng"
sure,"adj, adv",ʃuə,"chắc chắn, xác thực"
surely,adv,´ʃuəli,chắc chắn
surface,n,ˈsɜrfɪs,"mặt, bề mặt"
surname,n,ˈsɜrˌneɪm,họ
surprise,"n, v",sə'praiz,"sự ngạc nhiên, sự bất ngờ"
surprised,adj,sə:´praizd,ngạc nhiên (+ at)
surprising,adj,sə:´praiziη,"làm ngạc nhiên, làm bất ngờ"
surprisingly,adv,sə'praiziηli,"làm ngạc nhiên, làm bất ngờ"
surround,v,sə'raƱnd,"vây quanh, bao quanh"
surrounding,adj,sə.ˈrɑʊ(n)diɳ,"sự vây quanh, sự bao quanh"
surroundings,n,sə´raundiηz,"vùng xung quanh, môi trường xung quanh"
survey,"n, v",sə:vei,"sự nhìn chung, sự khảo sát"
survive,v,sə'vaivə,"sống lâu hơn, tiếp tục sống, sống sót"
suspect,"v, n",səs´pekt,"nghi ngờ, hoài nghi"
suspicion,n,səs'pi∫n,"sự nghi ngờ, sự ngờ vực"
suspicious,adj,səs´piʃəs,"có sự nghi ngờ, tỏ ra nghi ngờ, khả nghi"
swallow,v,swɔlou,"nuốt, nuốt chửng"
swear,v,sweə,"chửi rủa, nguyền rủa"
swearing,n,sweə,"lời thề, lời nguyền rủa, lời thề hứa"
sweat,"n, v",swet,mồ hôi
sweater,n,swetз,"người ra mồ hôi,, kẻ bóc lột lấo động"
sweep,v,swi:p,quét
sweet,"adj, n",swi:t,"ngọt, có vị ngọt"
swell,v,swel,"phồng, sưng lên"
swelling,n,´sweliη,"sự sưng lên, sự phồng ra"
swim,v,swim,bơi lội
swimming,n,´swimiη,sự bơi lội
swimming pool,n,´swimiη,bể nước
swing,"n, v",swiŋ,"sự đu đưa, lúc lắc"
switch,"n, v",switʃ,"công tắc, roi"
swollen,adj,´swoulən,"sưng phồng, phình căng"
swollen swell,v,"´swoulən, swel","phồng lên, sưng lên"
symbol,n,simbl,"biểu tượng, ký hiệu"
sympathetic,adj,¸simpə´θetik,"đồng cảm, đáng mến, dễ thương"
sympathy,n,´simpəθi,"sự đồng cảm, sự đồng ý"
system,n,sistim,"hệ thống, chế độ"
table,n,teibl,cái bàn
tablet,n,tæblit,"tấm, bản, thẻ phiến"
tackle,"v, n",tækl or 'teikl,"giải quyết, khắc phục, bàn thảo"
tail,n,teil,"đuôi, đoạn cuối"
take,v,teik,"sự cầm nắm, sự lấy"
take care of,,teik,sự giữ gìn
take part in,,teik,tham gia (vào)
take sth over,,teik,"chở, chuyển cái gì"
talk,"v, n",tɔ:k,"nói chuyện, trò chuyện"
tall,adj,tɔ:l,cao
tank,n,tæŋk,"thùng, két, bể"
tap,"v, n",tæp,"mở vòi, đóng vòi"
tape,n,teip,"băng, băng ghi âm"
target,n,ta:git,"bia, mục tiêu, đích"
task,n,tɑːsk,"nhiệm vụ, nghĩa vụ, bài tập, công tác, công việc"
taste,"n, v",teist,"vị, vị giác"
tax,"n, v",tæks,thuế
taxi,n,tæksi,xe tắc xi
tea,n,ti:,"cây chè, trà, chè"
teach,v,ti:tʃ,dạy
teacher,n,ti:t∫ə,giáo viên
teaching,n,ti:t∫iŋ,"sự dạy, công việc dạy học"
team,n,ti:m,"đội, nhóm"
tear,"v, n",tiə,"xé, làm rắch"
technical,adj,teknikl,"(thuộc) kỹ thuật, chuyên môn"
technique,n,tek'ni:k,"kỹ sảo, kỹ thuật, phương pháp kỹ thuật"
technology,n,tek'nɔlədʤi,"kỹ thuật học, công nghệ học"
tell,v,tel,"nói, nói với"
temperature,n,´tempritʃə,nhiệt độ
temporarily,adv,tempзrзlti,tạm
temporary,adj,ˈtɛmpəˌrɛri,"tạm thời, nhất thời"
tend,v,tend,"trông nom, chăm sóc, giữ gìn, hầu hạ"
tendency,n,ˈtɛndənsi,"xu hướng, chiều hướng, khuynh hướng"
tension,n,tenʃn,"sự căng, độ căng, tình trạng căng"
tent,n,tent,"lều, rạp"
term,n,tɜ:m,"giới hạn, kỳ hạn, khóa, kỳ học"
terrible,adj,terəbl,"khủng khiếp, ghê sợ"
terribly,adv,terəbli,"tồi tệ, không chịu nổi"
test,"n, v",test,"bài kiểm tra, sự thử nghiệm, xét nghiệm"
text,n,tɛkst,"nguyên văn, bản văn, chủ đề, đề"
than,"prep, conj",ðæn,hơn
thank,v,θæŋk,cám ơn
thank you,"exclamation, n",θæŋk,"cảm ơn bạn (ông bà, anh chị"
thanks,"exclamation, n",θæŋks,"sự cảm ơn, lời cảm ơn"
theatre,n,ˈθiətər,"rạp hát, nhà hát"
theme,n,θi:m,"đề tài, chủ đề"
themselves,"n, pro",ðəm'selvz,"tự chúng, tự họ, tự"
then,adv,ðen,"khi đó, lúc đó, tiếp đó"
theory,n,θiəri,"lý thuyết, học thuyết"
therefore,adv,ðeəfɔ:(r),"bởi vậy, cho nên, vì thế"
thick,adj,θik,dày
thickly,adv,θikli,dày
thickness,n,´θiknis,"tính chất dày, độ dày, bề dày"
thief,n,θi:f,"kẻ trộm, kẻ cắp"
thin,adj,θin,"mỏng, mảnh"
thing,n,θiŋ,"cái, đồ, vật"
think,v,θiŋk,"nghĩ, suy nghĩ"
thinking,n,θiŋkiŋ,"sự suy nghĩ, ý nghĩ"
thirsty,adj,´θə:sti,"khát, cảm thấy khát"
thorough,adj,θʌrə,"cẩn thận, kỹ lưỡng"
thoroughly,adv,θʌrəli,"kỹ lưỡng, thấu đáo, triệt để"
though,"adv, conj",ðəʊ,"dù, dù cho, mặc dù"
thought,n,θɔ:t,"sự suy nghĩ, khả năng suy nghĩ"
thread,n,θred,"chỉ, sợi chỉ, sợi dây"
threat,n,θrɛt,"sự đe dọa, lời đe dọa"
threaten,v,θretn,"dọa, đe dọa"
threatening,adj,´θretəniη,"sự đe dọa, sự hăm dọa"
throat,n,θrout,"cổ, cổ họng"
through,"adv, prep",θru:,"qua, xuyên qua"
throughout,"adv, prep",θru:'aut,"khắp, suốt"
throw,v,θrou,"ném, vứt, quăng"
thumb,n,θʌm,ngón tay cái
thus,adv,ðʌs,"như vậy, như thế, do đó"
ticket,n,tikit,vé
tidy,"adj, v",´taidi,"sạch sẽ, ngăn nắp, gọn gàng"
tie,"v, n",tai,"thiết, gắn chặt"
tight,"adj, adv",tait,"kín, chặt, chật"
tightly,adv,taitli,"chặt chẽ, sít sao"
till,,til,"cho đến khi, tới lúc mà"
until,,til,"cho đến khi, tới lúc mà"
time,n,taim,"thời gian, thì giờ"
timetable,n,´taimteibl,"kế hoạch làm việc, thời gian biểu"
tin,n,tɪn,thiếc
tiny,adj,taini,"rất nhỏ, nhỏ xíu"
tip,"n, v",tip,"đầu, mút, đỉnh, chóp"
tire,v,taiз,"làm mệt mỏi, trở nên mệt nhọc"
tired,adj,taɪəd,"mệt, muốn ngủ, nhàm chán"
tiring,adj,´taiəriη,"sự mệt mỏi, sự mệt nhọc"
title,n,ˈtaɪtl,"đầu đề, tiêu đề"
today,"adv, n",tə'dei,vào ngày này
toe,n,tou,ngón chân (người)
together,adv,tə'geðə,"cùng nhau, cùng với"
toilet,n,´tɔilit,nhà vệ sinh
tomato,n,tə´ma:tou,cà chua
tomorrow,"adv, n",tə'mɔrou,vào ngày mai
ton,n,tΔn,tấn
tone,n,toun,"tiếng, giọng"
tongue,n,tʌη,lưỡi
tonight,"adv, n",tə´nait,"vào đêm nay, vào tối nay"
tonne,n,tʌn,tấn
too,adv,tu:,cũng
tool,n,tu:l,"dụng cụ, đồ dùng"
tooth,n,tu:θ,răng
top,"n, adj",tɒp,"chóp, đỉnh"
topic,n,ˈtɒpɪk,"đề tài, chủ đề"
total,"adj, n",toutl,"tổng cộng, toàn bộ"
totally,adv,toutli,hoàn toàn
touch,"v, n",tʌtʃ,"sờ, mó, tiếp xúc"
tough,adj,tʌf,"chắc, bền, dai"
tour,"n, v",tuə,"cuộc đo du lịch, cuộc đi dạo, chuyến du lịch"
tourist,n,tuərist,khách du lịch
towards,prep,tə´wɔ:dz,"theo hướng, về hướng"
towel,n,taʊəl,"khăn tắm, khăn lấu"
tower,n,tauə,tháp
town,n,taun,"thị trấn, thị xã, thành phố nhỏ"
toy,"n, adj",tɔi,"đồ chơi, đồ trang trí"
trace,"v, n",treis,"phát hiện, tìm thấy, vạch, chỉ ra, phác họa"
track,n,træk,phần của đĩa
trade,"n, v",treid,"thương mại, buôn bán"
trading,n,treidiη,"sự kinh doanh, việc mua bán"
tradition,n,trə´diʃən,truyền thống
traditional,adj,trə´diʃənəl,"theo truyền thống, theo lối cổ"
traditionally,adv,trə´diʃənəlli,"(thuộc) truyền thống, là truyền thống"
traffic,n,træfik,"sự đi lại, sự giao thông, sự chuyển động"
train,"n, v",trein,"xe lửa, tàu hỏa"
training,n,trainiŋ,"sự dạy dỗ, sự huấn luyện, sự đào tạo"
transfer,"v, n",trænsfə:,"dời, di chuyển"
transform,v,træns'fɔ:m,"thay đổi, biến đổi"
translate,v,træns´leit,"dịch, biên dịch, phiên dịch"
translation,n,træns'leiʃn,sự dịch
transparent,adj,træns´pærənt,trong suốt
transport,n,trænspɔ:t,"sự vận chuyển, sự vận tải"
trap,"n, v",træp,"đồ đạc, hành lý"
travel,"v, n",trævl,"đi lại, đi du lịch, di chuyển"
traveller,n,trævlə,"người đi, lữ khách"
treat,v,tri:t,"đối xử, đối đãi, cư xử"
treatment,n,tri:tmənt,"sự đối xử, sự cư xử"
tree,n,tri:,cây
trend,n,trend,"phương hướng, xu hướng, chiều hướng"
trial,n,traiəl,"sự thử nghiệm, cuộc thử nghiệm"
triangle,n,´trai¸æηgl,hình tam giác
trick,"n, v",trik,"mưu mẹo, thủ đoạn, trò lừa gạt, lừa gạt"
trip,"n, v",trip,"cuộc dạo chơi, cuộc du ngoạn"
tropical,adj,´trɔpikəl,nhiệt đới
trouble,n,trʌbl,"điều lo lắng, điều muộn phiền"
trousers,n,´trauzə:z,quần tây
truck,n,trʌk,"sự trao đổi, sự đổi chác"
True,adj,tru:,"đúng, thật"
truly,adv,tru:li,"đúng sự thật, đích thực, thực sự"
trust,"n, v",trʌst,"niềm tin, sự phó thác"
truth,n,tru:θ,sự thật
try,v,trai,"thử, cố gắng"
tube,n,tju:b,"ống, tuýp"
tune,"n, v","tun , tyun","điệu, giai điệu"
tunnel,n,tʌnl,"đường hầm, hang"
turn,"v, n",tə:n,"quay, xoay, vặn"
TV television,,tə:n,vô tuyến truyền hình
twice,adv,twaɪs,hai lần
twin,"n, adj",twɪn,"sinh đôi, tạo thành cặp"
twist,"v, n",twist,"xoắn, cuộn, quắn"
twisted,adj,twistid,"được xoắn, được cuộn"
type,"n, v",taip,"loại, kiểu, mẫu"
