id,Word,POS,Pronunciation,Meaning,Syllables,Root_Word,Count
1250,fee,n,fi:,"tiền thù lao, học phí",1,fee,3
1251,feed,v,fid,"cho ăn, nuôi",1,feed,4
1252,feel,v,fi:l,cảm thấy,1,feel,4
1253,feeling,n,fi:liɳ,"sự cảm thấy, cảm giác",2,feel,7
1254,fellow,n,felou,"anh chàng (đáng yêu), đồng chí",2,fellow,6
1255,female,adj,´fi:meil,thuộc giống cái,3,female,6
1256,female,n,´fi:meil,giống cái,3,female,6
1257,fence,n,fens,hàng rào,1,fence,5
1258,festival,n,festivəl,"lễ hội, đại hội liên hoan",3,festival,8
1259,fetch,v,fetʃ,"tìm về, đem về",1,fetch,5
1260,fever,n,fi:və,"cơn sốt, bệnh sốt",2,fever,5
1261,few,"det, adj, pron",fju:,"ít,vài",1,few,3
1262,field,n,fi:ld,"cánh đồng, bãi chiến trường",1,field,5
1263,fight,v,fait,"đấu tranh, chiến đấu",1,fight,5
1264,fight,n,fait,"sự đấu tranh, cuộc chiến đấu",1,fight,5
1265,fighting,n,´faitiη,"sự chiến đấu, sự đấu tranh",2,fight,8
1266,figure,n,figə(r),"hình dáng, nhân vật",2,figure,6
1267,figure,v,figə(r),"hình dung, miêu tả",2,figure,6
1268,file,n,fail,"hồ sơ, tài liệu",1,file,4
1269,fill,v,fil,"làm đấy, lấp kín",1,fill,4
1270,film,"n, v",film,"phim, được dựng thành phim",1,film,4
1271,final,"adj, n",fainl,"cuối cùng, cuộc đấu chung kết",1,final,5
1272,finally,adv,´fainəli,"cuối cùng, sau cùng",3,finally,7
1273,finance,n,"fɪˈnæns , ˈfaɪnæns",tài chính,4,finance,7
1274,finance,v,"fɪˈnæns , ˈfaɪnæns","tài trợ, cấp vốn",4,finance,7
1275,financial,adj,fai'næn∫l,thuộc (tài chính),2,financial,9
1276,find,v,faind,"tìm, tìm thấy",1,find,4
1277,fine,adj,fain,"tốt, giỏi",1,fine,4
1278,finely,adv,´fainli,"đẹp đẽ, tế nhị, cao thượng",2,finely,6
1279,finger,n,fiɳgə,ngón tay,2,finger,6
1280,finish,v,fiɳgə,"kết thúc, hoàn thành",2,finish,6
1281,finish,n,fiɳgə,"sự kết thúc, phần cuối",2,finish,6
1282,finished,adj,ˈfɪnɪʃt,"hoàn tất, hoàn thành",2,finish,8
1283,fire,n,faiə,lửa,2,fire,4
1284,fire,v,faiə,đốt cháy,2,fire,4
1285,firm,"n, adj, adv",fə:m,"hãng, công ty",1,firm,4
1286,firmly,adv,´fə:mli,"vững chắc, kiên quyết",2,firmly,6
1287,first,"det, adv, n",fə:st,tiếp,1,first,5
1288,fish,n,fɪʃ,"cá, món cá",1,fish,4
1289,fish,v,fɪʃ,"câu cá, bắt cá",1,fish,4
1290,fishing,n,´fiʃiη,"sự câu cá, sự đánh cá",2,fishing,7
1291,fit,v,fit,"hợp, vưa",1,fit,3
1292,fit,adj,fit,"thích hợp, xứng đáng",1,fit,3
1293,fix,v,fiks,"đóng, gắn, lắp",1,fix,3
1294,fixed,adj,fiks,"đứng yên, bất động",1,fix,5
1295,flag,n,flæg,quốc kỳ,1,flag,4
1296,flame,n,fleim,ngọn lửa,2,flame,5
1297,flash,v,flæ∫,"loé sáng, vụt sáng",1,flash,5
1298,flash,n,flæ∫,"ánh sáng lóe lên, đèn nháy",1,flash,5
1299,flat,adj,flæt,"bằng phẳng, bẹt, nhẵn",1,flat,4
1300,flat,n,flæt,"dãy phòng, căn phòng, mặt phẳng",1,flat,4
1301,flavour,n,fleivə,"vị, mùi",3,flavour,7
1302,flavour,v,fleivə,"cho gia vị, làm tăng thêm mùi vị",3,flavour,7
1303,flesh,n,fle∫,thịt,1,flesh,5
1304,flight,n,flait,"sự bỏ chạy, rút chạy",1,flight,6
1305,float,v,floʊt,"nổi, trôi, lơ lửng",1,float,5
1306,flood,n,flʌd,"lụt, lũ lụtl",1,flood,5
1307,flood,v,flʌd,"tràn đầy, tràn ngập",1,flood,5
1308,floor,n,flɔ:,"sàn, tầng (nhà)",1,floor,5
1309,flour,n,´flauə,"bột, bột mỳ",2,flour,5
1310,flow,n,flow,sự chảy,0,flow,4
1311,flow,v,flow,chảy,0,flow,4
1312,flower,n,flauə,"hoa, bông, đóa, cây hoa",2,flower,6
1313,flu,n,flu:,bệnh cúm,1,flu,3
1314,fly,v,flaɪ,bay,2,fly,3
1315,fly,n,flaɪ,"sự bay, quãng đường bay",2,fly,3
1316,flying,adj,´flaiiη,biết bay,2,fly,6
1317,flying,n,´flaiiη,"sự bay, chuyến bay",2,fly,6
1318,focus,v,foukəs,tập trung,2,focus,5
1319,focus,n,foukəs,"trung tâm, trọng tâm ((n)bóng)",2,focus,5
1320,fold,v,foʊld,"gấp, vén, xắn",1,fold,4
1321,fold,n,foʊld,nếp gấp,1,fold,4
1322,folding,adj,´fouldiη,gấp lại được,2,fold,7
1323,follow,v,fɔlou,"đi theo sau, theo, tiếp theo",2,follow,6
1324,following,adj,´fɔlouiη,"tiếp theo, theo sau, sau đây",3,follow,9
1325,following,prep,´fɔlouiη,"sau, tiếp theo",3,follow,9
1326,food,n,fu:d,"đồ ăn, thức, món ăn",1,food,4
1327,foot,n,fut,"chân, bàn chân",1,foot,4
1328,football,n,ˈfʊtˌbɔl,bóng đá,2,football,8
1329,force,n,fɔ:s,sức mạnh,1,force,5
1330,force,v,fɔ:s,"ép buộc, cưỡng ép",1,force,5
1331,forecast,n,fɔ:'kɑ:st,"sự dự đoán, dự báo",2,forecast,8
1332,forecast,v,fɔ:'kɑ:st,"dự đoán, dự báo",2,forecast,8
1333,foreign,adj,fɔrin,"(thuộc) nước ngoài, tư nước ngoài, ở nước ngoài",2,foreign,7
1334,forest,n,forist,rừng,1,forest,6
1335,forever,adv,fə'revə,mãi mãi,3,forever,7
1336,forget,v,fə'get,quên,2,forget,6
1337,forgive,v,fərˈgɪv,"tha, tha thứ",2,forgive,7
1338,fork,n,fɔrk,cái nĩa,1,fork,4
1339,form,n,fɔ:m,"hình thể, hình dạng, hình thức",1,form,4
1340,form,v,fɔ:m,"làm thành, được tạo thành",1,form,4
1341,formal,adj,fɔ:ml,hình thức,1,formal,6
1342,formally,adv,fo:mзlaiz,chính thức,1,formally,8
1343,former,adj,´fɔ:mə,"trước, cũ, xưa, nguyên",2,former,6
1344,formerly,adv,´fɔ:məli,"trước đây, thuở xưa",3,formerly,8
1345,formula,n,fɔ:mjulə,"công thức, thể thức, cách thức",3,formula,7
1346,fortune,n,ˈfɔrtʃən,"sự giàu có, sự thịnh vượng",2,fortune,7
1347,forward,adj,ˈfɔrwərd,"ở phía trước, tiến về phía trước",2,forward,7
1348,forward,adv,ˈfɔrwərd,"về tương lai, sau này ở phía trước, tiến về phía trước",2,forward,7
1349,forwards,adv,ˈfɔrwərd,"về tương lai, sau này ở phía trước, tiến về phía trước",2,forwards,8
1350,found,v,faund,"tìm, tìm thấy",1,find,5
1351,foundation,n,faun'dei∫n,"sự thành lập, sự sáng lập",3,foundation,10
1352,frame,n,freim,"cấu trúc, hệ thống",2,frame,5
1353,frame,v,freim,"dàn xếp, bố trí",2,frame,5
1354,free,"adj, v, adv",fri:,"miễn phí, tự do, giải phóng, trả tự do",1,free,4
1355,freedom,n,fri:dəm,sự tự do,2,freedom,7
1356,freely,adv,´fri:li,"tự do, thoải mái",2,freely,6
1357,freeze,v,fri:z,"đóng băng, đông lạnh",1,freeze,6
1358,frequent,adj,ˈfrikwənt,thường xuyên,2,frequent,8
1359,frequently,adv,´fri:kwəntli,thường xuyên,3,frequently,10
1360,fresh,adj,freʃ,"tươi, tươi tắn",1,fresh,5
1361,freshly,adv,´freʃli,"tươi mát, khỏe khoắn",2,freshly,7
1362,Friday,n,´fraidi,thứ Sáu,2,Friday,6
1363,fridge,n,fridЗ,tủ lạnh,1,fridge,6
1364,friend,n,frend,người bạn,1,friend,6
1365,friendly,adj,´frendli,"thân thiện, thân mật",2,friendly,8
1366,friendship,n,frendʃipn,"tình bạn, tình hữu nghị",3,friendship,10
1367,frighten,v,ˈfraɪtn,"làm sợ, làm hoảng sợ",2,frighten,8
1368,frightened,adj,fraitnd,"hoảng sợ, khiếp sợ",1,frighten,10
1369,frightening,adj,´fraiəniη,"kinh khủng, khủng khiếp",3,frightening,11
1370,front,n,frʌnt,mặt,1,front,5
1371,front,adj,frʌnt,"đằng trước, về phía trước",1,front,5
1372,frozen,adj,frouzn,lạnh giá,2,frozen,6
1373,fruit,n,fru:t,"quả, trái cây",1,fruit,5
1374,fry,v,frai,"rán, chiên",1,fry,3
1375,fry,n,frai,thịt rán,1,fry,3
1376,fuel,n,ˈfyuəl,"chất đốt, nhiên liệu",2,fuel,4
1377,full,adj,ful,"đầy, đầy đủ",1,full,4
1378,fully,adv,´fuli,"đầy đủ, hoàn toàn",2,fully,5
1379,fun,"n, adj",fʌn,nhạo,1,fun,3
1380,function,n,ˈfʌŋkʃən,chức năng,2,function,8
1381,function,v,ˈfʌŋkʃən,"họat động, chạy (máy)",2,function,8
1382,fund,n,fʌnd,"kho, quỹ",1,fund,4
1383,fund,v,fʌnd,"tài trợ, tiền bạc, để tiền vào công quỹ",1,fund,4
1384,fundamental,adj,",fʌndə'mentl","cơ bản, cơ sở, chủ yếu",4,fundamental,11
1385,funeral,n,ˈfju:nərəl,"lễ tang, đám tang",3,funeral,7
1386,funny,adj,´fʌni,"buồn cười, khôi hài",2,funny,5
1387,fur,n,fə:,bộ da lông thú,1,fur,3
1388,furniture,n,fə:nitʃə,đồ đạc (trong nhà),3,furniture,9
1389,further,adj,fə:ðə,xa hơn nữa,2,far,7
1390,further,adj,fə:ðə,cấp so sánh của far,2,far,7
1391,furthest,adj,fə:ðə,cấp so sánh của far,2,furthest,8
1392,future,"n, adj",fju:tʃə,tương lai,2,future,6
1393,gain,v,geɪn,"lợi, lợi ích",2,gain,4
1394,gain,n,geɪn,"giành được, kiếm được, đạt tới",2,gain,4
1395,gallon,n,gælən,"Galông 1gl = 4, 54 lít ở Anh, 3, 78 lít ở Mỹ",2,gallon,6
1396,gamble,v,gæmbl,đánh bạc,2,gamble,6
1397,gamble,n,gæmbl,cuộc đánh bạc,2,gamble,6
1398,gambling,n,gæmbliɳ,trò cờ bạc,2,gamble,8
1399,game,n,geim,trò chơi,2,game,4
1400,gap,n,gæp,"đèo, lỗ hổng, kẽ hở",1,gap,3
1401,garage,n,´gæra:ʒ,nhà để ô tô,1,garage,6
1402,garbage,n,ˈgɑrbɪdʒ,"lòng, ruột (thú)",2,garbage,7
1403,garden,n,gɑ:dn,vườn,2,garden,6
1404,gas,n,gæs,"khí, hơi đốt",1,gas,3
1405,gasoline,n,gasolin,"dầu lửa, dầu hỏa, xăng",1,gasoline,8
1406,gate,n,geit,cổng,2,gate,4
1407,gather,v,gæðə,tập hợp,2,gather,6
1408,gear,n,giə,"cơ cấu, thiết bị, dụng cụ",2,gear,4
1409,general,adj,ʤenər(ə)l,"chung, chung chung",3,general,7
1410,generally,adv,dʒenərəli,"nói chung, đại thể",4,generally,9
1411,generate,v,dʒenəreit,"sinh, đẻ ra",4,generate,8
1412,generation,n,ˌdʒɛnəˈreɪʃən,"sự sinh ra, sự phát sinh ra",3,generation,10
1413,generous,adj,´dʒenərəs,"rộng lượng, khoan hồng, hào phóng",3,generous,8
1414,generously,adv,dʒenərəsli,"rộng lượng, hào phóng",4,generously,10
1415,gentle,adj,dʒentl,"hiền lành, dịu dàng, nhẹ nhàng",2,gentle,6
1416,gentleman,n,ˈdʒɛntlmən,"người quý phái, người thượng lưu",1,gentleman,9
1417,gently,adv,dʤentli,"nhẹ nhàng, êm ái, dịu dàng",2,gently,6
1418,genuine,adj,´dʒenjuin,"thành thật, chân thật",3,genuine,7
1419,genuinely,adv,´dʒenjuinli,"thành thật, chân thật",4,genuinely,9
1420,geography,n,dʒi´ɔgrəfi,"địa lý, khoa địa lý",4,geography,9
1421,get,v,get,"được, có được",1,get,3
1422,giant,"n, adj",ˈdʒaiənt,"người khổng lồ, người phi thường khổng lồ, phi thường",2,giant,5
1423,gift,n,gift,quà tặng,1,gift,4
1424,girl,n,g3:l,con gái,0,girl,4
1425,girlfriend,n,gз:lfrend,"bạn gái, người yêu",1,girlfriend,10
1426,give,v,giv,"cho, biếu, tặng",1,give,4
1427,glad,adj,glæd,"vui lòng, sung sướng",1,glad,4
1428,glass,n,glɑ:s,"kính, thủy tinh, cái cốc, ly",1,glass,5
1429,glasses,n,glɑ:s,kính đeo mắt,1,glass,7
1430,global,adjv,´gloubl,"toàn cầu, toàn thể, toàn bộ",2,global,6
1431,glove,n,glʌv,"bao tay, găng tay",1,glove,5
1432,glue,n,glu:,"keo, hồ",1,glue,4
1433,glue,v,glu:,"gắn lại, dán bằng keo, hồ",1,glue,4
1434,goal,n,goƱl,"mục đích, bàn thắng, khung thành",0,goal,4
1435,god,n,gɒd,"thần, Chúa",1,god,3
1436,gold,n,goʊld,vàng,1,gold,4
1437,gold,adj,goʊld,bằng vàng,1,gold,4
1438,good,adj,gud,"tốt, hay, tuyệt",1,good,4
1439,good,n,gud,"điều tốt, điều thiện",1,good,4
1440,good,adj,"gud, wel","tốt, khỏe",2,good,4
1441,well,adj,"gud, wel","tốt, khỏe",2,well,4
1442,goodbye,exclamation,¸gud´bai,tạm biệt,2,goodbye,7
1443,goodbye,n,¸gud´bai,lời chào tạm biệt,2,goodbye,7
1444,goods,n,gudz,"của cải, tài sản, hàng hóa",1,good,5
1445,govern,v,´gʌvən,"cai trị, thống trị, cầm quyền",2,govern,6
1446,government,n,"ˈgʌvərnmənt , ˈgʌvərmənt","chính phủ, nội các",6,government,10
1447,governor,n,´gʌvənə,"thủ lĩnh, chủ",3,governor,8
1448,grab,v,græb,"túm lấy, vồ, chộp lấy",1,grab,4
1449,grade,n,greɪd,"điểm, điểm số",1,grade,5
1450,grade,v,greɪd,"phân loại, xếp loại",1,grade,5
1451,gradual,adj,´grædjuəl,"dần dần, tưng bước một",3,gradual,7
1452,gradually,adv,grædzuəli,"dần dần, tư tư",4,gradually,9
1453,grain,n,grein,"thóc lúa, hạt, hột",2,grain,5
1454,gram,n,græm,gam,1,gram,4
1455,gramme,n,græm,gam,1,gramme,6
1456,grammar,n,ˈgræmər,văn phạm,2,grammar,7
1457,grand,adj,grænd,"rộng lớn, vĩ đại",1,grand,5
1458,grandchild,n,´græn¸tʃaild,cháu (của ông bà),2,grandchild,10
1459,granddaughter,n,"græn,do:tз",cháu gái,1,granddaughter,13
1460,grandfather,n,´græn¸fa:ðə,ông,2,grandfather,11
1461,grandmother,n,"græn,mʌðə",bà,3,grandmother,11
1462,grandparent,n,´græn¸pɛərənts,ông bà,3,grandparent,11
1463,grandson,n,´grænsʌn,cháu trai,2,grandson,8
1464,grant,v,grα:nt,"cho, bán, cấp",0,grant,5
1465,grant,n,grα:nt,"sự cho, sự bán, sự cấp",0,grant,5
1466,grass,n,grɑ:s,cỏ,1,grass,5
1467,grateful,adj,´greitful,"biết ơn, dễ chịu, khoan khoái",3,grateful,8
1468,grave,n,greiv,"mộ, dấu huyền",2,grave,5
1469,grave,adj,greiv,"trang nghiêm, nghiêm trọng",2,grave,5
1470,gray,"adj, n",grei,"xám, hoa râm (tóc)",2,gray,4
1471,great,adj,greɪt,"to, lớn, vĩ đại",1,great,5
1472,greatly,adv,´greitli,"rất, lắm",3,greatly,7
1473,green,"adj, n",grin,xanh lá cây,1,green,5
1474,grey,adj,grei,"xám, hoa râm (tóc)",2,grey,4
1475,grey,"adj, n",grei,màu xám,2,grey,4
1476,groceries,n,"ˈgroʊsəri, ˈgroʊsri",hàng tạp hóa,5,grocery,9
1477,grocery,n,´grousəri,cửa hàng tạp phẩm,3,grocery,7
1478,ground,n,graund,"mặt đất, đất, bãi đất",1,ground,6
1479,group,n,gru:p,nhóm,1,group,5
1480,grow,v,grou,"mọc, mọc lên",1,grow,4
1481,growth,n,grouθ,"sự lớn lên, sự phát triển",1,growth,6
1482,guarantee,n,ˌgærənˈti,"sự bảo hành, bảo lãnh, người bảo lãnh",3,guarantee,9
1483,guarantee,v,ˌgærənˈti,"cam đoan, bảo đảm",3,guarantee,9
1484,guard,n,ga:d,"cái chắn, người bảo vệ",0,guard,5
1485,guard,v,ga:d,"bảo vệ, gác, canh giữ",0,guard,5
1486,guess,v,ges,"đoán, phỏng đoán",1,guess,5
1487,guess,n,ges,"sự đoán, sự ước chưng",1,guess,5
1488,guest,n,gest,"khách, khách mời",1,guest,5
1489,guide,n,gaɪd,"điều chỉ dẫn, người hướng dẫn",1,guide,5
1490,guide,v,gaɪd,"dẫn đường, chỉ đường",1,guide,5
1491,guilty,adj,ˈgɪlti,"có tội, phạm tội, tội lỗi",2,guilty,6
1492,gun,n,gʌn,súng,1,gun,3
1493,guy,n,gai,"bù nhìn, anh chàng, gã",1,guy,3
1494,habit,n,´hæbit,"thói quen, tập quán",2,habit,5
1495,hair,n,heə,tóc,1,hair,4
1496,hairdresser,n,heədresə,thợ làm tóc,3,hairdresser,11
1497,half,"det, pron, adv",hɑ:f,"một nửa, phần chia đôi, nửa giờ",1,half,4
1498,hall,n,hɔ:l,"đại sảnh, tòa (thị chính), hội trường",1,hall,4
1499,hammer,n,hæmə,búa,2,hammer,6
1500,hand,n,hænd,"tay, bàn tay",1,hand,4
1501,hand,v,hænd,"trao tay, truyền cho",1,hand,4
1502,handle,v,hændl,"cầm, sờ mó",2,handle,6
1503,handle,n,hændl,"tay cầm, móc quai",2,handle,6
1504,hang,v,hæŋ,"treo, mắc",1,hang,4
1505,happen,v,hæpən,"xảy ra, xảy đến",2,happen,6
1506,happily,adv,hæpili,"sung sướng, hạnh phúc",3,happily,7
1507,happiness,n,hæpinis,"sự sung sướng, hạnh phúc",3,happiness,9
1508,happy,adj,ˈhæpi,"vui sướng, hạnh phúc",2,happy,5
1509,hard,adj,ha:d,"cứng, rắn, hà khắc",0,hard,4
1510,hard,adv,ha:d,"hết sức cố gắng, tích cực",0,hard,4
1511,hardly,adv,´ha:dli,"khắc nghiệt, nghiêm khắc, tàn tệ, khó khăn",1,hardly,6
1512,harm,n,hɑ:m,"thiệt hại, tổn hao",1,harm,4
1513,harm,v,hɑ:m,"làm hại, gây thiệt hại",1,harm,4
1514,harmful,adj,´ha:mful,"gây tai hại, có hại",1,harmful,7
1515,harmless,adj,´ha:mlis,không có hại,1,harmless,8
1516,hat,n,hæt,cái mũ,1,hat,3
1517,hate,v,heit,ghét,2,hate,4
1518,hate,n,heit,"lòng căm ghét, thù hận",2,hate,4
1519,hatred,n,heitrid,"lòng căm thì, sự căm ghét",3,hatre,6
1520,have,"vauxiliary, v","hæv, həv",có,2,have,4
1521,head,n,hed,"cái đầu (người, thú)",1,head,4
1522,head,v,hed,"chỉ huy, lãnh đại, dẫn đầu",1,head,4
1523,headache,n,hedeik,chứng nhức đầu,3,headache,8
1524,heal,v,hi:l,"chữa khỏi, làm lành",1,heal,4
1525,health,n,hɛlθ,"sức khỏe, thể chất, sự lành mạnh",0,health,6
1526,healthy,adj,helθi,"khỏe mạnh, lành mạnh",2,healthy,7
1527,hear,v,hiə,nghe,2,hear,4
1528,hearing,n,ˈhɪərɪŋ,"sự nghe, thính giác",2,hear,7
1529,heart,n,hɑ:t,"tim, trái tim",1,heart,5
1530,heat,"n, v",hi:t,"hơi nóng, sức nóng",1,heat,4
1531,heating,n,hi:tiη,"sự đốt nóng, sự làm nóng",2,heating,7
1532,heaven,n,ˈhɛvən,thiên đường,1,heaven,6
1533,heavily,adv,´hevili,"nặng, nặng nề",3,heavily,7
1534,heavy,adj,hevi,"nặng, nặng nề",2,heavy,5
1535,heel,n,hi:l,gót chân,1,heel,4
1536,height,n,hait,"chiều cao, độ cao",1,height,6
1537,hell,n,hel,địa ngục,1,hell,4
1538,hello,exclamation,hз'lou,"chào, xin chào",1,hello,5
1539,hello,n,hз'lou,lời chào,1,hello,5
1540,help,v,help,giúp đỡ,1,help,4
1541,help,n,help,sự giúp đỡ,1,help,4
1542,helpful,adj,´helpful,có ích,2,helpful,7
1543,hence,adv,hens,"sau đây, kể từ đây",1,hence,5
1544,hero,n,hiərou,người anh hùng,3,hero,4
1545,herself,pron,hə:´self,"chính nó, chính cô ta, chính chị ta chính bà ta",2,herself,7
1546,hesitate,v,heziteit,"ngập ngưng, do dự",4,hesitate,8
1547,hide,v,haid,"trốn, ẩn nấp",1,hide,4
1548,high,"adj, adv",hai,"cao, ở mức độ cao",1,high,4
1549,highlight,v,ˈhaɪˌlaɪt,"làm nổi bật, nêu bật",2,highlight,9
1550,highlight,n,ˈhaɪˌlaɪt,"chỗ nổi bật nhất, đẹp, sáng nhất",2,highlight,9
1551,highly,adv,´haili,"tốt, cao",2,highly,6
1552,highway,n,´haiwei,đường quốc lộ,3,highway,7
1553,hill,n,hil,đồi,1,hill,4
1554,himself,pron,him´self,"chính nó, chính hắn, chính ông ta, chính anh ta",2,himself,7
1555,hip,n,hip,hông,1,hip,3
1556,hire,v,haiə,"thuê, cho thuê",2,hire,4
1557,hire,n,haiə,"sự thuê, sự cho thuê",2,hire,4
1558,historical,adj,his'tɔrikəl,"lịch sử, thuộc lịch sử",4,historical,10
1559,history,n,´histəri,"lịch sử, sử học",3,history,7
1560,hit,v,hit,"đánh, đấm, ném trúng",1,hit,3
1561,hit,n,hit,"đòn, cú đấm",1,hit,3
1562,hobby,n,hɒbi,sở thích riêng,2,hobby,5
1563,hold,v,hould,"cầm, nắm, giữ",1,hold,4
1564,hold,n,hould,"sự cầm, sự nắm giữ",1,hold,4
1565,hole,n,houl,"lỗ, lỗ trống",1,hole,4
1566,holiday,n,hɔlədi,"ngày lễ, ngày nghỉ",3,holiday,7
1567,hollow,adj,hɔlou,"rỗng, trống rỗng",2,hollow,6
1568,holy,adj,ˈhoʊli,linh thiêng,2,holy,4
1569,home,n,hoʊm,nhà,1,home,4
1570,home,adv,hoʊm,"ở tại nhà, nước mình",1,home,4
1571,homework,n,´houm¸wə:k,"bài tập về nhà (học sinh), công việc làm ở nhà",2,homework,8
1572,honest,adj,ɔnist,"lương thiện, trung thực, chân thật",2,honest,6
1573,honestly,adv,ɔnistli,"lương thiện, trung thực, chân thật",3,honestly,8
