Word,POS,Pronunciation,Meaning
fresh,adj,freʃ,"tươi, tươi tắn"
freshly,adv,´freʃli,"tươi mát, khỏe khoắn"
Friday (abbr Fri),n,´fraidi,thứ Sáu
fridge,n,fridЗ,tủ lạnh
friend,n,frend,người bạn
friendly,adj,´frendli,"thân thiện, thân mật"
friendship,n,frendʃipn,"tình bạn, tình hữu nghị"
frighten,v,ˈfraɪtn,"làm sợ, làm hoảng sợ"
frightened,adj,fraitnd,"hoảng sợ, khiếp sợ"
frightening,adj,´fraiəniη,"kinh khủng, khủng khiếp"
from,prep,frɔm,frəm/ tư
front,n,frʌnt,mặt
front,adj,frʌnt,"đằng trước, về phía trước. in front (of): ở phía trước"
frozen,adj,frouzn,lạnh giá
fruit,n,fru:t,"quả, trái cây"
fry,v,frai,"rán, chiên"
fry,n,frai,thịt rán
fuel,n,ˈfyuəl,"chất đốt, nhiên liệu"
full,adj,ful,"đầy, đầy đủ"
fully,adv,´fuli,"đầy đủ, hoàn toàn"
fun,"n, adj",fʌn,nhạo
function,n,ˈfʌŋkʃən,chức năng
function,v,ˈfʌŋkʃən,"họat động, chạy (máy)"
fund,n,fʌnd,"kho, quỹ"
fund,v,fʌnd,"tài trợ, tiền bạc, để tiền vào công quỹ"
fundamental,adj,",fʌndə'mentl","cơ bản, cơ sở, chủ yếu"
funeral,n,ˈfju:nərəl,"lễ tang, đám tang"
funny,adj,´fʌni,"buồn cười, khôi hài"
fur,n,fə:,bộ da lông thú
furniture,n,fə:nitʃə,đồ đạc (trong nhà)
further,adj,fə:ðə,xa hơn nữa; thêm nữa
further,adj,fə:ðə,cấp so sánh của far
furthest,adj,fə:ðə,cấp so sánh của far
future,"n, adj",fju:tʃə,tương lai
gain,v,geɪn,"lợi, lợi ích"
gain,n,geɪn,"giành được, kiếm được, đạt tới"
gallon,n,gælən,"Galông 1gl = 4, 54 lít ở Anh, 3, 78 lít ở Mỹ"
gamble,v,gæmbl,đánh bạc
gamble,n,gæmbl,cuộc đánh bạc
gambling,n,gæmbliɳ,trò cờ bạc
game,n,geim,trò chơi
gap,n,gæp,"đèo, lỗ hổng, kẽ hở; chỗ trống"
garage,n,´gæra:ʒ,nhà để ô tô
garbage,n,ˈgɑrbɪdʒ,"lòng, ruột (thú)"
garden,n,gɑ:dn,vườn
gas,n,gæs,"khí, hơi đốt"
gasoline,n,gasolin,"dầu lửa, dầu hỏa, xăng"
gate,n,geit,cổng
gather,v,gæðə,"tập hợp; hái, lượm, thu thập"
gear,n,giə,"cơ cấu, thiết bị, dụng cụ"
general,adj,ʤenər(ə)l,"chung, chung chung; tổng"
generally,adv,dʒenərəli,"nói chung, đại thể. in general: nói chung, đại khái"
generate,v,dʒenəreit,"sinh, đẻ ra"
generation,n,ˌdʒɛnəˈreɪʃən,"sự sinh ra, sự phát sinh ra; thế hệ đời"
generous,adj,´dʒenərəs,"rộng lượng, khoan hồng, hào phóng"
generously,adv,dʒenərəsli,"rộng lượng, hào phóng"
gentle,adj,dʒentl,"hiền lành, dịu dàng, nhẹ nhàng"
gentleman,n,ˈdʒɛntlmən,"người quý phái, người thượng lưu"
gently,adv,dʤentli,"nhẹ nhàng, êm ái, dịu dàng"
genuine,adj,´dʒenjuin,"thành thật, chân thật; xác thực"
genuinely,adv,´dʒenjuinli,"thành thật, chân thật"
geography,n,dʒi´ɔgrəfi,"địa lý, khoa địa lý"
get,v,get,"được, có được. get on leo, trèo lên. get off: ra khỏi, thoát khỏi"
giant,"n, adj",ˈdʒaiənt,"người khổng lồ, người phi thường khổng lồ, phi thường"
gift,n,gift,quà tặng
girl,n,g3:l,con gái
girlfriend,n,gз:lfrend,"bạn gái, người yêu"
give,v,giv,"cho, biếu, tặng. give sth away cho phát. give sth out: chia, phân phối give (sth) up bỏ, tư bỏ"
give birth,to,giv,sinh ra
glad,adj,glæd,"vui lòng, sung sướng"
glass,n,glɑ:s,"kính, thủy tinh, cái cốc, ly"
glasses,n,glɑ:s,kính đeo mắt
global,adjv,´gloubl,"toàn cầu, toàn thể, toàn bộ"
glove,n,glʌv,"bao tay, găng tay"
glue,n,glu:,"keo, hồ"
glue,v,glu:,"gắn lại, dán bằng keo, hồ"
go,v,gou,"đi. go down: đi xuống. go up: đi lên. be going to sắp sửa, có ý địn"
goal,n,goƱl,"mục đích, bàn thắng, khung thành"
god,n,gɒd,"thần, Chúa"
gold,n,goʊld,vàng
gold,adj,goʊld,bằng vàng
good,adj,gud,"tốt, hay, tuyệt"
good,n,gud,"điều tốt, điều thiện. good at: tiến bộ ở. good for: có lợi cho"
good,adj,"gud, wel","tốt, khỏe"
well,adj,"gud, wel","tốt, khỏe"
goodbye,exclamation,¸gud´bai,tạm biệt
goodbye,n,¸gud´bai,lời chào tạm biệt
goods,n,gudz,"của cải, tài sản, hàng hóa"
govern,v,´gʌvən,"cai trị, thống trị, cầm quyền"
government,n,"ˈgʌvərnmənt , ˈgʌvərmənt","chính phủ, nội các; sự cai trị"
governor,n,´gʌvənə,"thủ lĩnh, chủ; kẻ thống trị"
grab,v,græb,"túm lấy, vồ, chộp lấy"
grade,n,greɪd,"điểm, điểm số"
grade,v,greɪd,"phân loại, xếp loại"
gradual,adj,´grædjuəl,"dần dần, tưng bước một"
gradually,adv,grædzuəli,"dần dần, tư tư"
grain,n,grein,"thóc lúa, hạt, hột; tính chất, bản chất"
gram,n,græm,gam
gramme (abbr g/gm),n,græm,gam
grammar,n,ˈgræmər,văn phạm
grand,adj,grænd,"rộng lớn, vĩ đại"
grandchild,n,´græn¸tʃaild,cháu (của ông bà)
granddaughter,n,"græn,do:tз",cháu gái
grandfather,n,´græn¸fa:ðə,ông
grandmother,n,"græn,mʌðə",bà
grandparent,n,´græn¸pɛərənts,ông bà
grandson,n,´grænsʌn,cháu trai
grant,v,grα:nt,"cho, bán, cấp"
grant,n,grα:nt,"sự cho, sự bán, sự cấp"
grass,n,grɑ:s,"cỏ; bãi cỏ, đồng cỏ"
grateful,adj,´greitful,"biết ơn, dễ chịu, khoan khoái"
grave,n,greiv,"mộ, dấu huyền"
grave,adj,greiv,"trang nghiêm, nghiêm trọng"
gray,"adj, n",grei,"xám, hoa râm (tóc)"
great,adj,greɪt,"to, lớn, vĩ đại"
greatly,adv,´greitli,"rất, lắm; cao thượng, cao cả"
green,"adj, n",grin,xanh lá cây
grey,adj,grei,"xám, hoa râm (tóc)"
grey,"adj, n",grei,màu xám
usually gray,"adj, n",grei,màu xám
groceries,n,"ˈgroʊsəri, ˈgroʊsri",hàng tạp hóa
grocery,n,´grousəri,cửa hàng tạp phẩm
ground,n,graund,"mặt đất, đất, bãi đất"
group,n,gru:p,nhóm
grow,v,grou,"mọc, mọc lên. grow up lớn lên, trưởng thành"
growth,n,grouθ,"sự lớn lên, sự phát triển"
guarantee,n,ˌgærənˈti,"sự bảo hành, bảo lãnh, người bảo lãnh"
guarantee,v,ˌgærənˈti,"cam đoan, bảo đảm"
guard,n,ga:d,"cái chắn, người bảo vệ"
guard,v,ga:d,"bảo vệ, gác, canh giữ"
guess,v,ges,"đoán, phỏng đoán"
guess,n,ges,"sự đoán, sự ước chưng"
guest,n,gest,"khách, khách mời"
guide,n,gaɪd,"điều chỉ dẫn, người hướng dẫn"
guide,v,gaɪd,"dẫn đường, chỉ đường"
guilty,adj,ˈgɪlti,"có tội, phạm tội, tội lỗi"
gun,n,gʌn,súng
guy,n,gai,"bù nhìn, anh chàng, gã"
habit,n,´hæbit,"thói quen, tập quán"
hair,n,heə,tóc
hairdresser,n,heədresə,thợ làm tóc
half,"det, pron, adv",hɑ:f,"một nửa, phần chia đôi, nửa giờ; nửa"
hall,n,hɔ:l,"đại sảnh, tòa (thị chính), hội trường"
hammer,n,hæmə,búa
hand,n,hænd,"tay, bàn tay"
hand,v,hænd,"trao tay, truyền cho"
handle,v,hændl,"cầm, sờ mó"
handle,n,hændl,"tay cầm, móc quai"
hang,v,hæŋ,"treo, mắc"
happen,v,hæpən,"xảy ra, xảy đến"
happily,adv,hæpili,"sung sướng, hạnh phúc"
happiness,n,hæpinis,"sự sung sướng, hạnh phúc"
happy,adj,ˈhæpi,"vui sướng, hạnh phúc"
hard,adj,ha:d,"cứng, rắn, hà khắc"
hard,adv,ha:d,"hết sức cố gắng, tích cực"
hardly,adv,´ha:dli,"khắc nghiệt, nghiêm khắc, tàn tệ, khó khăn"
harm,n,hɑ:m,"thiệt hại, tổn hao"
harm,v,hɑ:m,"làm hại, gây thiệt hại"
harmful,adj,´ha:mful,"gây tai hại, có hại"
harmless,adj,´ha:mlis,không có hại
hat,n,hæt,cái mũ
hate,v,heit,ghét
hate,n,heit,"lòng căm ghét, thù hận"
hatred,n,heitrid,"lòng căm thì, sự căm ghét"
have,"vauxiliary, v","hæv, həv",có
have to,"modal, v","hæv, həv","phải (bắt buộc, có bổn phận phải)"
he,"n, pro",hi:,"nó, anh ấy, ông ấy"
head,n,hed,"cái đầu (người, thú)"
head,v,hed,"chỉ huy, lãnh đại, dẫn đầu"
headache,n,hedeik,chứng nhức đầu
heal,v,hi:l,"chữa khỏi, làm lành"
health,n,hɛlθ,"sức khỏe, thể chất, sự lành mạnh"
healthy,adj,helθi,"khỏe mạnh, lành mạnh"
hear,v,hiə,nghe
hearing,n,ˈhɪərɪŋ,"sự nghe, thính giác"
heart,n,hɑ:t,"tim, trái tim"
heat,"n, v",hi:t,"hơi nóng, sức nóng"
heating,n,hi:tiη,"sự đốt nóng, sự làm nóng"
heaven,n,ˈhɛvən,thiên đường
heavily,adv,´hevili,"nặng, nặng nề"
heavy,adj,hevi,"nặng, nặng nề"
heel,n,hi:l,gót chân
height,n,hait,"chiều cao, độ cao; đỉnh, điểm cao"
hell,n,hel,địa ngục
hello,exclamation,hз'lou,"chào, xin chào"
hello,n,hз'lou,lời chào
help,v,help,giúp đỡ
help,n,help,sự giúp đỡ
helpful,adj,´helpful,có ích; giúp đỡ
hence,adv,hens,"sau đây, kể từ đây; do đó, vì thế"
her,"pron, det",hз:,"nó, chị ấy, cô ấy, bà ấy"
here,adv,hiə,"đây, ở đây"
hero,n,hiərou,người anh hùng
hers,pron,hə:z,"cái của nó, cái của cô ấy, cái của chị ấy, cái của bà ấy"
herself,pron,hə:´self,"chính nó, chính cô ta, chính chị ta chính bà ta"
hesitate,v,heziteit,"ngập ngưng, do dự"
hi,exclamation,hai,xin chào
hide,v,haid,"trốn, ẩn nấp; che giấu"
high,"adj, adv",hai,"cao, ở mức độ cao"
highlight,v,ˈhaɪˌlaɪt,"làm nổi bật, nêu bật"
highlight,n,ˈhaɪˌlaɪt,"chỗ nổi bật nhất, đẹp, sáng nhất"
highly,adv,´haili,"tốt, cao; hết sức, ở mức độ cao"
highway,n,´haiwei,đường quốc lộ
hill,n,hil,đồi
him,pron,him,"nó, hắn, ông ấy, anh ấy"
himself,pron,him´self,"chính nó, chính hắn, chính ông ta, chính anh ta"
hip,n,hip,hông
hire,v,haiə,"thuê, cho thuê (nhà...)"
hire,n,haiə,"sự thuê, sự cho thuê"
his,"det, pron",hiz,"ông ấy, cái của anh ấy"
historical,adj,his'tɔrikəl,"lịch sử, thuộc lịch sử"
history,n,´histəri,"lịch sử, sử học"
hit,v,hit,"đánh, đấm, ném trúng"
hit,n,hit,"đòn, cú đấm"
hobby,n,hɒbi,sở thích riêng
hold,v,hould,"cầm, nắm, giữ"
hold,n,hould,"sự cầm, sự nắm giữ"
hole,n,houl,"lỗ, lỗ trống; hang"
holiday,n,hɔlədi,"ngày lễ, ngày nghỉ"
hollow,adj,hɔlou,"rỗng, trống rỗng"
holy,adj,ˈhoʊli,linh thiêng; sùng đạo
home,n,hoʊm,nhà
home,adv,hoʊm,"ở tại nhà, nước mình"
homework,n,´houm¸wə:k,"bài tập về nhà (học sinh), công việc làm ở nhà"
honest,adj,ɔnist,"lương thiện, trung thực, chân thật"
honestly,adv,ɔnistli,"lương thiện, trung thực, chân thật"
honour,n,onз,"kính, trân trọng đối với"
hook,n,huk,cái móc; bản lề; lưỡi câu
hope,v,houp,hy vọng
hope,n,houp,nguồn hy vọng
horizontal,adj,",hɔri'zɔntl","(thuộc) chân trời, ở chân trời; ngang, nằm ngang (trục hoành)"
horn,n,hɔ:n,"sừng (trâu, bò...)"
horror,n,´hɔrə,"điều kinh khủng, sự ghê rợn"
horse,n,hɔrs,ngựa
hospital,n,hɔspitl,"bệnh viện, nhà thương"
host,n,houst,"chủ nhà, chủ tiệc"
host,v,houst,"dẫn (c.trình), đăng cai tổ chức (hội nghị )"
hot,adj,hɒt,"nóng, nóng bức"
hotel,n,hou´tel,khách sạn
hour,n,auз,giờ
house,n,haus,"nhà, căn nhà, toàn nhà"
household,n,´haushould,"hộ, gia đình"
household,adj,´haushould,(thuộc) gia đình
housing,n,´hauziη,nơi ăn chốn ở
how,adv,hau,"thế nào, như thế nào, làm sao, ra sao"
however,adv,hau´evə,"tuy nhiên, tuy vậy, dù thế nào"
huge,adj,hjuːdʒ,"to lớn, khổng lồ"
human,"adj, n",hju:mən,"(thuộc) con người, loài người"
humorous,adj,´hju:mərəs,"hài hước, hóm hỉnh"
humour,n,´hju:mə,"sự hài hước, sự hóm hỉnh"
hungry,adj,hΔŋgri,đói
hunt,v,hʌnt,"săn, đi săn"
hunting,n,hʌntiɳ,sự đi săn
hurry,"v, n","ˈhɜri , ˈhʌri","sự vội vàng, sự gấp rút. in a hurry: vội vàng, hối hả, gấp rút"
hurt,v,hɜrt,"làm bị thương, gây thiệt hại"
husband,n,´hʌzbənd,người chồng
i.e.,adv,ˌaɪ ˈiː,"nghĩa là, tức là ( Id est)"
ice,n,ais,"băng, nước đá"
ice cream,n,ais,kem
idea,n,ai'diз,"ý tưởng, quan niệm"
ideal,adj,"aɪˈdiəl, aɪˈdil","(thuộc) quan niệm, tư tưởng"
ideal,n,"aɪˈdiəl, aɪˈdil",lý tưởng
ideally,adv,aɪˈdiəli,"lý tưởng, đúng như lý tưởng"
identify,v,ai'dentifai,"nhận biết, nhận ra, nhận dạng"
identity,n,aɪˈdɛntɪti,"cá tính, nét nhận dạng; tính đồng nhất, giống hệt"
if,conj,if,"nếu, nếu như"
ignore,v,ig'no:(r),"phớt lờ, tỏ ra không biết đến"
ill,adj,il,ốm
illegal,adj,i´li:gl,"trái luật, bất hợp pháp"
illegally,adv,i´li:gəli,"trái luật, bất hợp pháp"
illness,n,´ilnis,"sự đau yếu, ốm, bệnh tật"
illustrate,v,´ilə¸streit,"minh họa, làm rõ ý"
image,n,´imidʒ,"ảnh, hình ảnh"
imaginary,adj,i´mædʒinəri,"tưởng tượng, ảo"
imagination,n,"i,mædʤi'neiʃn","trí tưởng tượng, sự tưởng tượng"
imagine,v,i'mæʤin,"tưởng tượng, hình dung; tưởng rằng, cho rằng"
immediate,adj,i'mi:djət,"lập tức, tức thì"
immediately,adv,i'mi:djətli,ngay lập tức
immoral,adj,i´mɔrəl,"trái đạo đức, luân lý; xấu xa"
impact,n,ˈɪmpækt,"sự và chạm, sự tác động, ảnh hưởng"
impatient,adj,im'peiʃən,"thiếu kiên nhẫn, nóng vội"
impatiently,adv,im'pei∫зns,"nóng lòng, sốt ruột"
implication,n,¸impli´keiʃən,"sự lôi kéo, sự liên can, điều gợi ý"
imply,v,im'plai,"ngụ ý, bao hàm"
import,n,im'plai,"import sự nhập, sự nhập khẩu"
import,v,im'plai,"nhập, nhập khẩu"
importance,n,im'pɔ:təns,"sự quan trọng, tầm quan trọng"
important,adj,im'pɔ:tənt,"quan trọng, hệ trọng"
importantly,adv,im'pɔ:təntli,"quan trọng, trọng yếu"
impose,v,im'pouz,"đánh (thuế...), bắt gánh vác; đánh tráo, lợi dụng"
impossible,adj,im'pɔsəbl,"không thể làm được, không thể xảy ra"
impress,v,im'pres,"ghi, khắc, in sâu vào; gây ấn tượng, làm cảm động"
impressed,adj,im'pres,"được ghi, khắc, in sâu vào"
impression,n,ɪmˈprɛʃən,"ấn tượng, cảm giác; sự in, đóng dấu"
impressive,adj,im'presiv,"gây ấn tượng mạnh; hùng vĩ, oai vệ"
improve,v,im'pru:v,"cải thiện, cái tiến, mở mang"
improvement,n,im'pru:vmənt,"sự cải thiện, sự cải tiến, sự mở mang"
in,prep,in,"ở, tại, trong"
in,adv,in,vào
in addition to,prep,in,thêm vào
in case of,prep,in,nếu......
in control of,prep,in,trong sự điều khiển của. under control dưới sự điều khiển của
in exchange for,prep,in,trong việc trao đổi về
inability,n,¸inə´biliti,"sự bất lực, bất tài"
inch,n,intʃ,"insơ (đơn vị đo chiều dài Anh bằng 2, 54 cm)"
incident,n,´insidənt,"việc xảy ra, việc có liên quan"
include,v,in'klu:d,"bao gồm, tính cả"
including,prep,in´klu:diη,"bao gồm, kể cả"
income,n,inkəm,"lợi tức, thu nhập"
increase,v,in'kri:s,"tăng, tăng thêm"
increase,n,in'kri:s,"sự tăng, sự tăng thêm"
increasingly,adv,in´kri:siηli,tăng thêm
indeed,adv,ɪnˈdid,"thật vậy, quả thật"
independence,n,",indi'pendəns","sự độc lập, nền độc lập"
independent,adj,",indi'pendənt",độc lập
independently,adv,",indi'pendзntli",độc lập
index,n,indeks,"chỉ số, sự biểu thị"
indicate,v,´indikeit,"chỉ, cho biết; biểu thị, trình bày ngắn gọn"
indication,n,",indi'kei∫n","sự chỉ, sự biểu thị, sự biểu lộ"
indirect,adj,¸indi´rekt,gián tiếp
indirectly,adv,",indi'rektli",gián tiếp
individual,adj,indivídʤuəl,"riêng, riêng biệt"
individual,n,indivídʤuəl,cá nhân
indoor,adj,´in¸dɔ:,trong nhà
indoors,adv,¸in´dɔ:z,ở trong nhà
industrial,adj,in´dʌstriəl,"(thuộc) công nghiệp, kỹ nghệ"
industry,n,indəstri,"công nghiệp, kỹ nghệ"
inevitable,adj,in´evitəbl,"không thể tránh được, chắc chắn xảy ra; vẫn thường thấy, nghe"
inevitably,adv,in’evitəbli,"chắc chắn, chắc hẳn"
infect,v,in'fekt,"nhiễm, tiêm nhiễm, đầu độc, lan truyền"
infected,adj,in'fekt,"bị nhiễm, bị đầu độc"
infection,n,in'fekʃn,"sự nhiễm, sự đầu độc"
infectious,adj,in´fekʃəs,"lây, nhiễm"
influence,n,ˈɪnfluəns,"sự ảnh hưởng, sự tác dụng"
influence,v,ˈɪnfluəns,"ảnh hưởng, tác động"
inform,v,in'fo:m,"báo cho biết, cung cấp tin tức"
informal,adj,in´fɔ:məl,"không chính thức, không nghi thức"
information,n,",infə'meinʃn","tin tức, tài liệu, kiến thức"
ingredient,n,in'gri:diənt,"phần hợp thành, thành phần"
initial,adj,i'ni∫зl,"ban đầu, lúc đầu"
initial,n,i'ni∫зl,chữ đầu (của 1 tên gọi)
initially,adv,i´niʃəli,"vào lúc ban đầu, ban đầu"
initiative,n,"ɪˈnɪʃiətɪv , ɪˈnɪʃətɪv","bước đầu, sự khởi đầu"
injure,v,in'dӡə(r),"làm tổn thương, làm hại, xúc phạm"
injured,adj,´indʒə:d,"bị tổn thương, bị xúc phạm"
injury,n,indʤəri,"sự làm tổn thương, làm hại; điều hại, điều tổn hại"
ink,n,iηk,mực
inner,adj,inə,"ở trong, nội bộ; thân cận"
innocent,adj,inəsnt,"vô tội, trong trắng, ngây thơ"
insect,n,insekt,"sâu bọ, côn trùng"
insert,v,insə:t,"chèn vào, lồng vào"
inside,"prep, adv, n, adj",in'said,"mặt trong, phía, phần trong; ở trong, nội bộ"
insist,"on, v",in'sist,"cứ nhất định, cứ khăng khăng"
install,v,in'stɔ:l,"đặt (hệ thống máy móc, thiết bị...)"
instance,n,instəns,"thí dị, ví dụ; trường hợp cá biệt. for instance ví dụ chẳng hạn"
instead,adv,in'sted,để thay thế. instead of thay cho
institute,n,ˈ´institju:t,"viện, học viện"
institution,n,insti'tju:ʃn,"sự thành lập, lập; cơ quan, trụ sở"
instruction,n,ɪn'strʌkʃn,"sự dạy, tài liệu cung cấp"
instrument,n,instrumənt,dụng cụ âm nhạc khí
insult,v,insʌlt,"lăng mạ, xỉ nhục"
insult,n,insʌlt,"lời lăng mạ, sự xỉ nhục"
insulting,adj,in´sʌltiη,"lăng mạ, xỉ nhục"
insurance,n,in'ʃuərəns,sự bảo hiểm
intelligence,n,in'telidʒəns,"sự hiểu biết, trí thông minh"
intelligent,adj,"in,teli'dЗen∫зl","thông minh, sáng trí"
intend,v,in'tend,"ý định, có ý định"
intended,adj,in´tendid,"có ý định, có dụng ý"
intention,n,in'tenʃn,"ý định, mục đích"
interest,n,ˈɪntərest,"sự thích thú, sự quan tâm, chú ý"
interest,v,ˈɪntərest,"làm quan tâm, làm chú ý"
interested,adj,ˈɪntərest,"có thích thú, có quan tâm, có chú ý"
interesting,adj,intristiŋ,"làm thích thú, làm quan tâm, làm chú ý"
interior,n,in'teriə,"phần trong, phía trong"
interior,adj,in'teriə,"ở trong, ở phía trong"
